ENSG,HUGO,ENST,ENSP,CCDS,form
ENSG00000138175,ARL3,ENST00000260746,ENSP00000260746,CCDS7538,PRINCIPAL:1
ENSG00000138180,CEP55,ENST00000371485,ENSP00000360540,CCDS7428,PRINCIPAL:1
ENSG00000138185,ENTPD1,ENST00000371205,ENSP00000360248,CCDS7444,PRINCIPAL:1
ENSG00000138190,EXOC6,ENST00000260762,ENSP00000260762,CCDS7424,PRINCIPAL:1
ENSG00000138207,RBP4,ENST00000371464,ENSP00000360519,CCDS31249,PRINCIPAL:1
ENSG00000138279,ANXA7,ENST00000372921,ENSP00000362012,CCDS7325,PRINCIPAL:1
ENSG00000138286,FAM149B1,ENST00000242505,ENSP00000242505,CCDS44435,PRINCIPAL:1
ENSG00000138303,ASCC1,ENST00000317168,ENSP00000320810,CCDS31219,PRINCIPAL:1
ENSG00000138308,PLA2G12B,ENST00000373032,ENSP00000362123,CCDS7319,PRINCIPAL:1
ENSG00000138311,ZNF365,ENST00000395254,ENSP00000378674,CCDS31209,PRINCIPAL:1
ENSG00000138315,OIT3,ENST00000334011,ENSP00000333900,CCDS7318,PRINCIPAL:1
ENSG00000138336,TET1,ENST00000373644,ENSP00000362748,CCDS7281,PRINCIPAL:1
ENSG00000138346,DNA2,ENST00000358410,ENSP00000351185,CCDS44415,PRINCIPAL:1
ENSG00000138347,MYPN,ENST00000540630,ENSP00000441668,CCDS7275,PRINCIPAL:1
ENSG00000148377,IDI2,ENST00000277517,ENSP00000277517,CCDS7055,PRINCIPAL:1
ENSG00000148444,COMMD3,ENST00000376836,ENSP00000366032,CCDS7137,PRINCIPAL:1
ENSG00000148450,MSRB2,ENST00000376510,ENSP00000365693,CCDS41495,PRINCIPAL:1
ENSG00000148459,PDSS1,ENST00000376215,ENSP00000365388,CCDS31168,PRINCIPAL:1
ENSG00000148468,FAM171A1,ENST00000378116,ENSP00000367356,CCDS31154,PRINCIPAL:1
ENSG00000148481,FAM188A,ENST00000277632,ENSP00000277632,CCDS7110,PRINCIPAL:1
ENSG00000148483,TMEM236,ENST00000377495,ENSP00000366715,CCDS41492,PRINCIPAL:1
ENSG00000148484,RSU1,ENST00000377921,ENSP00000367154,CCDS7112,PRINCIPAL:1
ENSG00000148488,ST8SIA6,ENST00000377602,ENSP00000366827,CCDS31158,PRINCIPAL:1
ENSG00000148572,NRBF2,ENST00000277746,ENSP00000277746,CCDS7268,PRINCIPAL:1
ENSG00000148600,CDHR1,ENST00000623527,ENSP00000485478,CCDS7372,PRINCIPAL:1
ENSG00000148602,LRIT1,ENST00000372105,ENSP00000361177,CCDS7373,PRINCIPAL:1
ENSG00000148604,RGR,ENST00000359452,ENSP00000352427,CCDS7374,PRINCIPAL:1
ENSG00000148606,POLR3A,ENST00000372371,ENSP00000361446,CCDS7354,PRINCIPAL:1
ENSG00000148660,CAMK2G,ENST00000351293,ENSP00000277853,CCDS7336,PRINCIPAL:1
ENSG00000148671,ADIRF,ENST00000372013,ENSP00000361083,CCDS7381,PRINCIPAL:1
ENSG00000148672,GLUD1,ENST00000277865,ENSP00000277865,CCDS7382,PRINCIPAL:1
ENSG00000148677,ANKRD1,ENST00000371697,ENSP00000360762,CCDS7412,PRINCIPAL:1
ENSG00000148688,RPP30,ENST00000371703,ENSP00000360768,CCDS7411,PRINCIPAL:1
ENSG00000148690,FRA10AC1,ENST00000359204,ENSP00000360488,CCDS7430,PRINCIPAL:1
ENSG00000148704,VAX1,ENST00000369206,ENSP00000358207,CCDS44483,PRINCIPAL:1
ENSG00000148719,DNAJB12,ENST00000444643,ENSP00000403313,-,PRINCIPAL:1
ENSG00000148730,EIF4EBP2,ENST00000373218,ENSP00000362314,CCDS7303,PRINCIPAL:1
ENSG00000148734,NPFFR1,ENST00000277942,ENSP00000277942,CCDS53539,PRINCIPAL:1
ENSG00000148795,CYP17A1,ENST00000369887,ENSP00000358903,CCDS7541,PRINCIPAL:1
ENSG00000148798,INA,ENST00000369849,ENSP00000358865,CCDS7545,PRINCIPAL:1
ENSG00000148803,FUOM,ENST00000278025,ENSP00000278025,CCDS44499,PRINCIPAL:1
ENSG00000148824,MTG1,ENST00000317502,ENSP00000323047,CCDS31320,PRINCIPAL:1
ENSG00000148826,NKX6-2,ENST00000368592,ENSP00000357581,CCDS7670,PRINCIPAL:1
ENSG00000148832,PAOX,ENST00000278060,ENSP00000278060,CCDS7683,PRINCIPAL:1
ENSG00000148835,TAF5,ENST00000369839,ENSP00000358854,CCDS7547,PRINCIPAL:1
ENSG00000148840,PPRC1,ENST00000278070,ENSP00000278070,CCDS7529,PRINCIPAL:1
ENSG00000148841,ITPRIP,ENST00000278071,ENSP00000278071,CCDS7557,PRINCIPAL:1
ENSG00000148843,PDCD11,ENST00000369797,ENSP00000358812,CCDS31276,PRINCIPAL:1
ENSG00000150051,MKX,ENST00000419761,ENSP00000400896,CCDS7156,PRINCIPAL:1
ENSG00000150054,MPP7,ENST00000375719,ENSP00000364871,CCDS7158,PRINCIPAL:1
ENSG00000150076,AL356053.1,ENST00000375025,ENSP00000364165,CCDS31177,PRINCIPAL:1
ENSG00000150201,FXYD4,ENST00000616495,ENSP00000483791,CCDS7203,PRINCIPAL:1
ENSG00000150347,ARID5B,ENST00000279873,ENSP00000279873,CCDS31208,PRINCIPAL:1
ENSG00000150593,PDCD4,ENST00000280154,ENSP00000280154,CCDS7567,PRINCIPAL:1
ENSG00000150594,ADRA2A,ENST00000280155,ENSP00000280155,CCDS7569,PRINCIPAL:1
ENSG00000150760,DOCK1,ENST00000280333,ENSP00000280333,CCDS73222,PRINCIPAL:1
ENSG00000150867,PIP4K2A,ENST00000376573,ENSP00000365757,CCDS7141,PRINCIPAL:1
ENSG00000151025,GPR158,ENST00000376351,ENSP00000365529,CCDS31166,PRINCIPAL:1
ENSG00000151033,LYZL2,ENST00000375318,ENSP00000364467,CCDS7167,PRINCIPAL:1
ENSG00000151151,IPMK,ENST00000373935,ENSP00000363046,CCDS7250,PRINCIPAL:1
ENSG00000151208,DLG5,ENST00000372391,ENSP00000361467,CCDS7353,PRINCIPAL:1
ENSG00000151224,MAT1A,ENST00000372213,ENSP00000361287,CCDS7365,PRINCIPAL:1
ENSG00000151240,DIP2C,ENST00000280886,ENSP00000280886,CCDS7054,PRINCIPAL:1
ENSG00000151461,UPF2,ENST00000356352,ENSP00000348708,CCDS7086,PRINCIPAL:1
ENSG00000151465,CDC123,ENST00000281141,ENSP00000281141,CCDS7090,PRINCIPAL:1
ENSG00000151474,FRMD4A,ENST00000357447,ENSP00000350032,CCDS7101,PRINCIPAL:1
ENSG00000151532,VTI1A,ENST00000393077,ENSP00000376792,CCDS7575,PRINCIPAL:1
ENSG00000151553,FAM160B1,ENST00000369248,ENSP00000358251,CCDS31290,PRINCIPAL:1
ENSG00000151632,AKR1C2,ENST00000380753,ENSP00000370129,CCDS7062,PRINCIPAL:1
ENSG00000151640,DPYSL4,ENST00000338492,ENSP00000339850,CCDS7665,PRINCIPAL:1
ENSG00000151650,VENTX,ENST00000325980,ENSP00000357556,CCDS7675,PRINCIPAL:1
ENSG00000151655,ITIH2,ENST00000358415,ENSP00000351190,CCDS31141,PRINCIPAL:1
ENSG00000151657,KIN,ENST00000379562,ENSP00000368881,CCDS7080,PRINCIPAL:1
ENSG00000151893,CACUL1,ENST00000369151,ENSP00000358147,CCDS41570,PRINCIPAL:1
ENSG00000151923,TIAL1,ENST00000436547,ENSP00000394902,CCDS7613,PRINCIPAL:1
ENSG00000151929,BAG3,ENST00000369085,ENSP00000358081,CCDS7615,PRINCIPAL:1
ENSG00000152457,DCLRE1C,ENST00000378278,ENSP00000367527,CCDS31149,PRINCIPAL:1
ENSG00000152463,OLAH,ENST00000378228,ENSP00000367473,CCDS31152,PRINCIPAL:1
ENSG00000152464,RPP38,ENST00000616640,ENSP00000478982,CCDS7108,PRINCIPAL:1
ENSG00000152465,NMT2,ENST00000378165,ENSP00000367407,CCDS7109,PRINCIPAL:1
ENSG00000152766,ANKRD22,ENST00000371930,ENSP00000360998,CCDS7390,PRINCIPAL:1
ENSG00000152778,IFIT5,ENST00000371795,ENSP00000360860,CCDS7403,PRINCIPAL:1
ENSG00000152779,SLC16A12,ENST00000371790,ENSP00000360855,CCDS7404,PRINCIPAL:1
ENSG00000152782,PANK1,ENST00000342512,ENSP00000345118,CCDS7406,PRINCIPAL:1
ENSG00000152804,HHEX,ENST00000282728,ENSP00000282728,CCDS7423,PRINCIPAL:1
ENSG00000154478,GPR26,ENST00000284674,ENSP00000284674,CCDS7636,PRINCIPAL:1
ENSG00000154485,MMP21,ENST00000368808,ENSP00000357798,CCDS7647,PRINCIPAL:1
ENSG00000155252,PI4K2A,ENST00000370631,ENSP00000359665,CCDS7469,PRINCIPAL:1
ENSG00000155254,MARVELD1,ENST00000285605,ENSP00000441365,-,PRINCIPAL:1
ENSG00000155265,GOLGA7B,ENST00000370602,ENSP00000359634,CCDS31265,PRINCIPAL:1
ENSG00000155287,SLC25A28,ENST00000370495,ENSP00000359526,CCDS41559,PRINCIPAL:1
ENSG00000155629,PIK3AP1,ENST00000339364,ENSP00000339826,CCDS31259,PRINCIPAL:1
ENSG00000156026,MCU,ENST00000373053,ENSP00000362144,CCDS7317,PRINCIPAL:1
ENSG00000156042,CFAP70,ENST00000310715,ENSP00000310829,CCDS7324,PRINCIPAL:1
ENSG00000156374,PCGF6,ENST00000369847,ENSP00000358862,CCDS31275,PRINCIPAL:1
ENSG00000156395,SORCS3,ENST00000369699,ENSP00000358713,-,PRINCIPAL:1
ENSG00000156398,SFXN2,ENST00000369893,ENSP00000358909,CCDS7539,PRINCIPAL:1
ENSG00000156502,SUPV3L1,ENST00000359655,ENSP00000352678,CCDS7287,PRINCIPAL:1
ENSG00000156510,HKDC1,ENST00000354624,ENSP00000346643,CCDS7288,PRINCIPAL:1
ENSG00000156515,HK1,ENST00000359426,ENSP00000352398,CCDS7292,PRINCIPAL:1
ENSG00000156521,TYSND1,ENST00000287078,ENSP00000287078,CCDS31213,PRINCIPAL:1
ENSG00000156574,NODAL,ENST00000287139,ENSP00000287139,CCDS7304,PRINCIPAL:1
ENSG00000156671,SAMD8,ENST00000542569,ENSP00000438042,CCDS53543,PRINCIPAL:1
ENSG00000165312,OTUD1,ENST00000376495,ENSP00000365678,CCDS44366,PRINCIPAL:1
ENSG00000165338,HECTD2,ENST00000298068,ENSP00000298068,CCDS7414,PRINCIPAL:1
ENSG00000165383,LRRC18,ENST00000374160,ENSP00000363275,CCDS31197,PRINCIPAL:1
ENSG00000165406,MARCH8,ENST00000395769,ENSP00000379116,CCDS7213,PRINCIPAL:1
ENSG00000165424,ZCCHC24,ENST00000372336,ENSP00000361411,CCDS7359,PRINCIPAL:1
ENSG00000165443,PHYHIPL,ENST00000373880,ENSP00000362987,CCDS7254,PRINCIPAL:1
ENSG00000165449,SLC16A9,ENST00000395348,ENSP00000378757,CCDS7256,PRINCIPAL:1
ENSG00000165471,MBL2,ENST00000373968,ENSP00000363079,CCDS7247,PRINCIPAL:1
ENSG00000165476,REEP3,ENST00000373758,ENSP00000362863,CCDS44411,PRINCIPAL:1
ENSG00000165507,C10orf10,ENST00000298295,ENSP00000298295,CCDS7210,PRINCIPAL:1
ENSG00000165512,ZNF22,ENST00000298299,ENSP00000298299,CCDS7211,PRINCIPAL:1
ENSG00000165568,AKR1E2,ENST00000298375,ENSP00000298375,CCDS31134,PRINCIPAL:1
ENSG00000165606,DRGX,ENST00000434016,ENSP00000401653,CCDS44388,PRINCIPAL:1
ENSG00000165609,NUDT5,ENST00000491614,ENSP00000419628,CCDS7089,PRINCIPAL:1
ENSG00000165623,UCMA,ENST00000378681,ENSP00000367952,CCDS31147,PRINCIPAL:1
ENSG00000165630,PRPF18,ENST00000378572,ENSP00000367835,CCDS7100,PRINCIPAL:1
ENSG00000165632,TAF3,ENST00000344293,ENSP00000340271,CCDS41487,PRINCIPAL:1
ENSG00000165637,VDAC2,ENST00000332211,ENSP00000361686,CCDS7348,PRINCIPAL:1
ENSG00000165644,COMTD1,ENST00000372538,ENSP00000361616,CCDS7349,PRINCIPAL:1
ENSG00000165646,SLC18A2,ENST00000298472,ENSP00000298472,CCDS7599,PRINCIPAL:1
ENSG00000165650,PDZD8,ENST00000334464,ENSP00000334642,CCDS7600,PRINCIPAL:1
ENSG00000165655,ZNF503,ENST00000372524,ENSP00000361602,CCDS7350,PRINCIPAL:1
ENSG00000165660,FAM175B,ENST00000298492,ENSP00000298492,CCDS31308,PRINCIPAL:1
ENSG00000165669,FAM204A,ENST00000369183,ENSP00000358183,CCDS7605,PRINCIPAL:1
ENSG00000165672,PRDX3,ENST00000298510,ENSP00000298510,CCDS7611,PRINCIPAL:1
ENSG00000165678,GHITM,ENST00000372134,ENSP00000361207,CCDS41542,PRINCIPAL:1
ENSG00000165730,STOX1,ENST00000298596,ENSP00000298596,CCDS41535,PRINCIPAL:1
ENSG00000165732,DDX21,ENST00000354185,ENSP00000346120,CCDS31211,PRINCIPAL:1
ENSG00000165733,BMS1,ENST00000374518,ENSP00000363642,CCDS7199,PRINCIPAL:1
ENSG00000165752,STK32C,ENST00000298630,ENSP00000298630,CCDS7666,PRINCIPAL:1
ENSG00000165757,KIAA1462,ENST00000375377,ENSP00000364526,CCDS41500,PRINCIPAL:1
ENSG00000165813,CCDC186,ENST00000369287,ENSP00000358293,CCDS7587,PRINCIPAL:1
ENSG00000165816,VWA2,ENST00000392982,ENSP00000376708,CCDS7589,PRINCIPAL:1
ENSG00000165832,TRUB1,ENST00000298746,ENSP00000298746,CCDS7591,PRINCIPAL:1
ENSG00000165841,CYP2C19,ENST00000371321,ENSP00000360372,CCDS7436,PRINCIPAL:1
ENSG00000165879,FRAT1,ENST00000371021,ENSP00000360060,CCDS7455,PRINCIPAL:1
ENSG00000165886,UBTD1,ENST00000370664,ENSP00000359698,CCDS7465,PRINCIPAL:1
ENSG00000165887,ANKRD2,ENST00000307518,ENSP00000306163,CCDS7466,PRINCIPAL:1
ENSG00000165983,PTER,ENST00000535784,ENSP00000439485,CCDS7111,PRINCIPAL:1
ENSG00000165985,C1QL3,ENST00000298943,ENSP00000298943,CCDS31156,PRINCIPAL:1
ENSG00000165996,HACD1,ENST00000361271,ENSP00000355308,CCDS7121,PRINCIPAL:1
ENSG00000165997,ARL5B,ENST00000377275,ENSP00000366487,CCDS7131,PRINCIPAL:1
ENSG00000166024,R3HCC1L,ENST00000298999,ENSP00000298999,CCDS31267,PRINCIPAL:1
ENSG00000166033,HTRA1,ENST00000368984,ENSP00000357980,CCDS7630,PRINCIPAL:1
ENSG00000166135,HIF1AN,ENST00000299163,ENSP00000299163,CCDS7498,PRINCIPAL:1
ENSG00000166136,NDUFB8,ENST00000299166,ENSP00000299166,CCDS7497,PRINCIPAL:1
ENSG00000166169,POLL,ENST00000370162,ENSP00000359181,CCDS7513,PRINCIPAL:1
ENSG00000166171,DPCD,ENST00000370151,ENSP00000359170,CCDS7514,PRINCIPAL:1
ENSG00000166189,HPS6,ENST00000299238,ENSP00000299238,CCDS7527,PRINCIPAL:1
ENSG00000166224,SGPL1,ENST00000373202,ENSP00000362298,CCDS31216,PRINCIPAL:1
ENSG00000166228,PCBD1,ENST00000299299,ENSP00000299299,CCDS31217,PRINCIPAL:1
ENSG00000166275,BORCS7,ENST00000369883,ENSP00000358899,CCDS7542,PRINCIPAL:1
ENSG00000166295,ANAPC16,ENST00000299381,ENSP00000299381,CCDS7314,PRINCIPAL:1
ENSG00000166317,SYNPO2L,ENST00000394810,ENSP00000378289,CCDS44438,PRINCIPAL:1
ENSG00000166321,NUDT13,ENST00000357321,ENSP00000349874,CCDS31220,PRINCIPAL:1
ENSG00000166343,MSS51,ENST00000372912,ENSP00000362003,CCDS31221,PRINCIPAL:1
ENSG00000166348,USP54,ENST00000339859,ENSP00000345216,CCDS7329,PRINCIPAL:1
ENSG00000166507,NDST2,ENST00000299641,ENSP00000299641,CCDS7335,PRINCIPAL:1
ENSG00000168209,DDIT4,ENST00000307365,ENSP00000307305,CCDS7315,PRINCIPAL:1
ENSG00000168267,PTF1A,ENST00000376504,ENSP00000365687,CCDS7143,PRINCIPAL:1
ENSG00000168283,BMI1,ENST00000376663,ENSP00000365851,CCDS7138,PRINCIPAL:1
ENSG00000169126,ARMC4,ENST00000305242,ENSP00000306410,CCDS7157,PRINCIPAL:1
ENSG00000169740,ZNF32,ENST00000374433,ENSP00000363556,CCDS7206,PRINCIPAL:1
ENSG00000169813,HNRNPF,ENST00000356053,ENSP00000348345,CCDS7204,PRINCIPAL:1
ENSG00000169826,CSGALNACT2,ENST00000374466,ENSP00000363590,CCDS7201,PRINCIPAL:1
ENSG00000170370,EMX2,ENST00000553456,ENSP00000450962,CCDS7601,PRINCIPAL:1
ENSG00000170430,MGMT,ENST00000306010,ENSP00000302111,CCDS7660,PRINCIPAL:1
ENSG00000170759,KIF5B,ENST00000302418,ENSP00000307078,CCDS7171,PRINCIPAL:1
ENSG00000170788,DYDC1,ENST00000372204,ENSP00000361278,CCDS7366,PRINCIPAL:1
ENSG00000171160,MORN4,ENST00000307450,ENSP00000307636,CCDS7468,PRINCIPAL:1
ENSG00000171206,TRIM8,ENST00000302424,ENSP00000302120,CCDS31274,PRINCIPAL:1
ENSG00000171224,C10orf35,ENST00000373279,ENSP00000362376,CCDS7295,PRINCIPAL:1
ENSG00000171311,EXOSC1,ENST00000370902,ENSP00000359939,CCDS7459,PRINCIPAL:1
ENSG00000171314,PGAM1,ENST00000334828,ENSP00000359991,CCDS7458,PRINCIPAL:1
ENSG00000171794,UTF1,ENST00000304477,ENSP00000305906,CCDS31318,PRINCIPAL:1
ENSG00000171798,KNDC1,ENST00000304613,ENSP00000304437,CCDS7674,PRINCIPAL:1
ENSG00000171811,CFAP46,ENST00000368586,ENSP00000357575,CCDS58101,PRINCIPAL:1
ENSG00000171813,PWWP2B,ENST00000305233,ENSP00000306324,CCDS7667,PRINCIPAL:1
ENSG00000171862,PTEN,ENST00000371953,ENSP00000361021,CCDS31238,PRINCIPAL:1
ENSG00000172538,FAM170B,ENST00000311787,ENSP00000308292,CCDS53536,PRINCIPAL:1
ENSG00000172586,CHCHD1,ENST00000372833,ENSP00000361923,CCDS7334,PRINCIPAL:1
ENSG00000172671,ZFAND4,ENST00000344646,ENSP00000339484,CCDS7214,PRINCIPAL:1
ENSG00000172731,LRRC20,ENST00000355790,ENSP00000348043,CCDS7302,PRINCIPAL:1
ENSG00000173124,ACSM6,ENST00000394005,ENSP00000377573,CCDS7440,PRINCIPAL:1
ENSG00000173145,NOC3L,ENST00000371361,ENSP00000360412,CCDS7433,PRINCIPAL:1
ENSG00000173239,LIPM,ENST00000404743,ENSP00000383901,CCDS44457,PRINCIPAL:1
ENSG00000173267,SNCG,ENST00000372017,ENSP00000361087,CCDS7380,PRINCIPAL:1
ENSG00000173269,MMRN2,ENST00000372027,ENSP00000361097,CCDS7379,PRINCIPAL:1
ENSG00000173848,NET1,ENST00000380359,ENSP00000369717,CCDS7067,PRINCIPAL:1
ENSG00000173915,USMG5,ENST00000309579,ENSP00000311245,CCDS7548,PRINCIPAL:1
ENSG00000174721,FGFBP3,ENST00000311575,ENSP00000339067,CCDS7418,PRINCIPAL:1
ENSG00000175018,TEX36,ENST00000368821,ENSP00000357811,CCDS44493,PRINCIPAL:1
ENSG00000175029,CTBP2,ENST00000531469,ENSP00000434630,CCDS7643,PRINCIPAL:1
ENSG00000175395,ZNF25,ENST00000302609,ENSP00000302222,CCDS7195,PRINCIPAL:1
ENSG00000175470,PPP2R2D,ENST00000455566,ENSP00000399970,CCDS73224,PRINCIPAL:1
ENSG00000175535,PNLIP,ENST00000369221,ENSP00000358223,CCDS7594,PRINCIPAL:1
ENSG00000176171,BNIP3,ENST00000368636,ENSP00000357625,-,PRINCIPAL:1
ENSG00000176244,ACBD7,ENST00000356189,ENSP00000367453,CCDS31153,PRINCIPAL:1
ENSG00000176769,TCERG1L,ENST00000368642,ENSP00000357631,CCDS7662,PRINCIPAL:1
ENSG00000176986,SEC24C,ENST00000345254,ENSP00000321845,CCDS7332,PRINCIPAL:1
ENSG00000177283,FZD8,ENST00000374694,ENSP00000363826,CCDS7192,PRINCIPAL:1
ENSG00000177291,GJD4,ENST00000321660,ENSP00000315070,CCDS7191,PRINCIPAL:1
ENSG00000177354,C10orf71,ENST00000374144,ENSP00000363259,CCDS44387,PRINCIPAL:1
ENSG00000177613,CSTF2T,ENST00000331173,ENSP00000332444,CCDS7245,PRINCIPAL:1
ENSG00000177791,MYOZ1,ENST00000359322,ENSP00000352272,CCDS7330,PRINCIPAL:1
ENSG00000177853,ZNF518A,ENST00000624776,ENSP00000485614,CCDS73170,PRINCIPAL:1
ENSG00000178217,SH2D4B,ENST00000339284,ENSP00000345295,CCDS7370,PRINCIPAL:1
ENSG00000178363,CALML3,ENST00000315238,ENSP00000315299,CCDS7069,PRINCIPAL:1
ENSG00000178372,CALML5,ENST00000380332,ENSP00000369689,CCDS7068,PRINCIPAL:1
ENSG00000178462,TUBAL3,ENST00000380419,ENSP00000369784,CCDS7066,PRINCIPAL:1
ENSG00000178473,UCN3,ENST00000380433,ENSP00000369798,CCDS7065,PRINCIPAL:1
ENSG00000178645,C10orf53,ENST00000374111,ENSP00000363225,CCDS41521,PRINCIPAL:1
ENSG00000179133,C10orf67,ENST00000636213,ENSP00000490528,-,PRINCIPAL:1
ENSG00000179774,ATOH7,ENST00000373673,ENSP00000362777,CCDS7276,PRINCIPAL:1
ENSG00000179988,PSTK,ENST00000368887,ENSP00000357882,CCDS7633,PRINCIPAL:1
ENSG00000180525,PRR26,ENST00000441152,ENSP00000414034,-,PRINCIPAL:1
ENSG00000180628,PCGF5,ENST00000614189,ENSP00000479492,CCDS7413,PRINCIPAL:1
ENSG00000180644,PRF1,ENST00000441259,ENSP00000398568,CCDS7305,PRINCIPAL:1
ENSG00000180745,CLRN3,ENST00000368671,ENSP00000357660,CCDS7656,PRINCIPAL:1
ENSG00000180817,PPA1,ENST00000373232,ENSP00000362329,CCDS7299,PRINCIPAL:1
ENSG00000181192,DHTKD1,ENST00000263035,ENSP00000263035,CCDS7087,PRINCIPAL:1
ENSG00000181274,FRAT2,ENST00000371019,ENSP00000360058,CCDS7456,PRINCIPAL:1
ENSG00000181915,ADO,ENST00000373783,ENSP00000362888,CCDS7266,PRINCIPAL:1
ENSG00000182010,RTKN2,ENST00000373789,ENSP00000362894,CCDS7263,PRINCIPAL:1
ENSG00000182022,CHST15,ENST00000435907,ENSP00000402394,CCDS7638,PRINCIPAL:1
ENSG00000182077,PTCHD3,ENST00000438700,ENSP00000417658,CCDS31173,PRINCIPAL:1
ENSG00000182180,MRPS16,ENST00000372945,ENSP00000362036,CCDS7323,PRINCIPAL:1
ENSG00000182333,LIPF,ENST00000238983,ENSP00000238983,CCDS7389,PRINCIPAL:1
ENSG00000182645,CCDC172,ENST00000333254,ENSP00000329860,CCDS31291,PRINCIPAL:1
ENSG00000182771,GRID1,ENST00000327946,ENSP00000330148,CCDS31236,PRINCIPAL:1
ENSG00000183128,CALHM3,ENST00000369783,ENSP00000358798,CCDS44476,PRINCIPAL:1
ENSG00000183230,CTNNA3,ENST00000433211,ENSP00000389714,CCDS7269,PRINCIPAL:1
ENSG00000183346,C10orf107,ENST00000330194,ENSP00000328698,CCDS7262,PRINCIPAL:1
ENSG00000183559,C10orf120,ENST00000329446,ENSP00000331012,CCDS31302,PRINCIPAL:1
ENSG00000183605,SFXN4,ENST00000355697,ENSP00000347924,CCDS7610,PRINCIPAL:1
ENSG00000184719,RNLS,ENST00000331772,ENSP00000332530,CCDS31239,PRINCIPAL:1
ENSG00000184923,NUTM2A,ENST00000381707,ENSP00000371126,CCDS44452,PRINCIPAL:1
ENSG00000185009,AP3M1,ENST00000355264,ENSP00000347408,CCDS7342,PRINCIPAL:1
ENSG00000185267,CDNF,ENST00000378442,ENSP00000367703,-,PRINCIPAL:1
ENSG00000185303,SFTPA2,ENST00000372327,ENSP00000361402,CCDS41540,PRINCIPAL:1
ENSG00000185532,PRKG1,ENST00000373985,ENSP00000363097,CCDS44399,PRINCIPAL:1
ENSG00000185736,ADARB2,ENST00000381312,ENSP00000370713,CCDS7058,PRINCIPAL:1
ENSG00000185745,IFIT1,ENST00000371804,ENSP00000360869,CCDS31243,PRINCIPAL:1
ENSG00000185875,THNSL1,ENST00000376356,ENSP00000365534,CCDS7147,PRINCIPAL:1
ENSG00000185933,CALHM1,ENST00000329905,ENSP00000329926,CCDS7550,PRINCIPAL:1
ENSG00000186188,FFAR4,ENST00000371481,ENSP00000360536,CCDS55720,PRINCIPAL:1
ENSG00000186766,FOXI2,ENST00000388920,ENSP00000373572,CCDS7655,PRINCIPAL:1
ENSG00000186795,KCNK18,ENST00000334549,ENSP00000334650,CCDS7598,PRINCIPAL:1
ENSG00000186862,PDZD7,ENST00000619208,ENSP00000480489,CCDS73182,PRINCIPAL:1
ENSG00000187122,SLIT1,ENST00000266058,ENSP00000266058,CCDS7453,PRINCIPAL:1
ENSG00000187134,AKR1C1,ENST00000380872,ENSP00000370254,CCDS7061,PRINCIPAL:1
ENSG00000187522,HSPA14,ENST00000378372,ENSP00000367623,CCDS7103,PRINCIPAL:1
ENSG00000187553,CYP26C1,ENST00000285949,ENSP00000285949,CCDS7425,PRINCIPAL:1
ENSG00000187714,SLC18A3,ENST00000374115,ENSP00000363229,CCDS7231,PRINCIPAL:1
ENSG00000187783,TMEM72,ENST00000389583,ENSP00000374234,CCDS41504,PRINCIPAL:1
ENSG00000188100,FAM25A,ENST00000343959,ENSP00000342790,CCDS44451,PRINCIPAL:1
ENSG00000188199,NUTM2B,ENST00000429828,ENSP00000394623,CCDS60574,PRINCIPAL:1
ENSG00000188373,C10orf99,ENST00000372126,ENSP00000361199,CCDS7371,PRINCIPAL:1
ENSG00000188385,JAKMIP3,ENST00000298622,ENSP00000298622,CCDS44494,PRINCIPAL:1
ENSG00000188611,ASAH2,ENST00000395526,ENSP00000378897,CCDS7239,PRINCIPAL:1
ENSG00000188613,NANOS1,ENST00000425699,ENSP00000393275,CCDS7607,PRINCIPAL:1
ENSG00000188620,HMX3,ENST00000357878,ENSP00000350549,CCDS41575,PRINCIPAL:1
ENSG00000188690,UROS,ENST00000368797,ENSP00000357787,CCDS7648,PRINCIPAL:1
ENSG00000188716,DUPD1,ENST00000338487,ENSP00000340609,CCDS31223,PRINCIPAL:1
ENSG00000188816,HMX2,ENST00000339992,ENSP00000341108,CCDS31305,PRINCIPAL:1
ENSG00000188916,FAM196A,ENST00000522781,ENSP00000429763,CCDS31312,PRINCIPAL:1
ENSG00000189090,FAM25G,ENST00000452267,ENSP00000413896,CCDS73124,PRINCIPAL:1
ENSG00000189129,PLAC9,ENST00000372263,ENSP00000361337,CCDS31232,PRINCIPAL:1
ENSG00000189319,FAM53B,ENST00000392754,ENSP00000376509,CCDS7641,PRINCIPAL:1
ENSG00000196072,BLOC1S2,ENST00000370372,ENSP00000359398,CCDS7490,PRINCIPAL:1
ENSG00000196177,ACADSB,ENST00000358776,ENSP00000357873,CCDS7634,PRINCIPAL:1
ENSG00000196233,LCOR,ENST00000286067,ENSP00000286067,CCDS7452,PRINCIPAL:1
ENSG00000196372,ASB13,ENST00000357700,ENSP00000350331,CCDS7070,PRINCIPAL:1
ENSG00000196793,ZNF239,ENST00000535642,ENSP00000443907,CCDS41502,PRINCIPAL:1
ENSG00000196865,NHLRC2,ENST00000369301,ENSP00000358307,CCDS7585,PRINCIPAL:1
ENSG00000196932,TMEM26,ENST00000399298,ENSP00000382237,CCDS41530,PRINCIPAL:1
ENSG00000196968,FUT11,ENST00000372841,ENSP00000361932,CCDS7333,PRINCIPAL:1
